id,label,reason_tag,severity_reason,urgent_prob,severity_prob,review_priority
04e1b0e57b1f694b.jpg,Erosion,normal_texture,unclear_view_needs_review,0.6704281594375239,0.6956572522061173,3
cbaed6499658633b.jpg,Ileocecal valve,red_fluid_region,deep_ulceration_pattern,0.46058548400157173,0.5126947801797139,3
dad8671a929023f0.jpg,Pylorus,inflamed_red_surface,suspicious_vascular_cluster,0.5794893920032879,0.6116265137269786,3
b4c8c90bd30c7afd.jpg,Pylorus,inflamed_red_surface,deep_ulceration_pattern,0.41752770264048206,0.5588126800890836,2
cb671b2e869567be.jpg,Ileocecal valve,blurred_visibility,unclear_view_needs_review,0.6580965435218383,0.6596814821566194,3
eca5a6ded5cae856.jpg,Ulcer,landmark_ring_structure,deep_ulceration_pattern,0.4251790038271613,0.5640531094057997,2
045838d4fa6cec83.jpg,Ulcer,red_fluid_region,retained_foreign_object,0.5496231873393476,0.5737277112522264,3
b39052da84800fa5.jpg,Ileocecal valve,normal_texture,widespread_inflammation,0.38070188673815614,0.5217085418687718,3
6ba3f5fb509f3857.jpg,Foreign body,inflamed_red_surface,suspicious_vascular_cluster,0.3154811802854509,0.4446183425674109,3
49d5318167d96183.jpg,Angiectasia,normal_texture,large_protruding_lesion,0.4234121684206152,0.5041006967895028,3
d317bca60f0660a0.jpg,Ileocecal valve,white_crater_lesion,active_bleeding_visible,0.6024076755642529,0.6941365965574742,3
79404fd6bf64ff93.jpg,Reduced mucosal view,dark_blood_residue,unclear_view_needs_review,0.409389162280306,0.4770951327679367,3
cf5f7fb79a3fac7a.jpg,Angiectasia,inflamed_red_surface,unclear_view_needs_review,0.43480128764867926,0.4955734367340426,2
9a2d034d8927a08b.jpg,Angiectasia,white_crater_lesion,large_protruding_lesion,0.3942189485049328,0.551039999619287,3
aeaa6db2a6efbfba.jpg,Foreign body,raised_round_mass,suspicious_vascular_cluster,0.4623908585152723,0.6191179865297803,3
e69bbb5a34d4960d.jpg,Angiectasia,foreign_object_shape,retained_foreign_object,0.3254567476831676,0.45391957881503425,2
d940f99a7771a691.jpg,Foreign body,white_crater_lesion,retained_foreign_object,0.3405347785760843,0.5716697330437713,3
cba4e8bcb8a1be15.jpg,Angiectasia,blurred_visibility,unclear_view_needs_review,0.5293473018342063,0.6067550537332448,3
d01ac3cfbed4e405.jpg,Foreign body,landmark_ring_structure,retained_foreign_object,0.5972266469607018,0.6273342487727986,3
16b07680f167ec58.jpg,Angiectasia,red_fluid_region,deep_ulceration_pattern,0.32090834384043726,0.5237041797616361,2
f609dd731330c380.jpg,Ileocecal valve,red_fluid_region,widespread_inflammation,0.39145993658649936,0.5242135303470289,3
